STATE,YEAR,GenTotal,GenHydro,GenSolar,GenTotalRenewable,GenSolarBinary,GenTotalRenewableBinary,AllSourcesCO2,AllSourcesSO2,AllSourcesNOx,EPriceResidential,EPriceCommercial,EPriceIndustrial,EPriceTransportation,EPriceTotal,EsalesResidential,EsalesCommercial,EsalesIndustrial,EsalesTransportation,EsalesOther,EsalesTotal,CumlFinancial,CumlRegulatory,Total.salary,presidential.results,Import
FL,2009,11.77488177,0.000955264,4.34E-05,0.011903563,1,0,6.204975371,0.01185023,0.006257666,12.39,10.77,9.32,10.48,11.49,0.513785742,0.410565174,0.075274379,0.000374705,NA,12.14214474,48,10,19.99364427,1,1
FL,2010,12.2655174,0.000774671,0.000351119,0.011546822,1,1,6.628702387,0.00855523,0.005396227,11.44,9.76,8.85,8.58,10.58,0.52871785,0.396238251,0.07467366,0.00037024,NA,12.3786812,53,12,20.12257191,1,1
FL,2011,11.6127138,0.000820399,0.000566602,0.011909949,1,0,5.989210536,0.005916192,0.004340351,11.51,9.85,8.55,8.81,10.61,0.516863863,0.407738842,0.075016897,0.000380398,NA,11.77996651,59,14,20.71729446,1,1
FL,2012,11.42305349,0.000680749,0.00087571,0.01183534,1,1,5.747094601,0.005229225,0.004335773,11.42,9.66,8.04,8.45,10.44,0.508111,0.417075243,0.074433582,0.000380176,NA,11.4012608,65,15,21.59357891,1,0
FL,2013,11.34670384,0.001143054,0.000943809,0.01247109,1,1,NA,NA,NA,11.27,9.39,7.61,8.69,10.22,0.51051803,0.415216356,0.073853451,0.000412163,NA,11.32224453,68,15,22.32151037,1,0
GA,2000,15.05137391,0.020026225,0,0.020747422,0,1,10.03443942,0.067900635,0.023950993,7.6,6.5,4.1,4.81,6.21,0.373872229,0.310030309,0.302767429,0,0.013330033,14.4812448,0,1,17.23203256,0,0
GA,2001,14.05406674,0.021944705,0,0.022184907,0,1,9.103194833,0.066190607,0.020485974,7.72,6.61,4.28,4.81,6.39,0.376772517,0.321238094,0.288144823,0,0.013844566,13.99154916,0,2,17.71748134,0,0
GA,2002,14.74027865,0.021466085,0,0.022750206,0,1,9.633632367,0.065615753,0.018538451,7.63,6.46,3.95,5.12,6.24,0.392601131,0.314138724,0.279532844,0,0.013727302,14.42299863,0,2,17.82102172,0,0
GA,2003,14.21626204,0.033368598,0,0.034447937,0,0,9.195352442,0.067170802,0.013776194,7.7,6.66,4.02,4.81,6.32,0.389517563,0.32790402,0.281120487,0.001457931,0,14.17041125,1,4,18.33176093,0,0
GA,2004,14.23695496,0.029116923,0,0.02977509,0,1,9.291464005,0.065615116,0.012893481,7.86,6.88,4.43,5.12,6.58,0.394880411,0.326853874,0.276872915,0.0013928,0,14.53480856,1,4,19.24480135,0,1
GA,2005,15.03417939,0.029502562,0,0.030066872,0,0,9.942423936,0.071056542,0.013810603,8.64,7.67,5.28,5.9,7.43,0.39939766,0.337679245,0.261608693,0.001314402,NA,14.54988808,1,4,20.34132461,0,0
GA,2006,14.80228432,0.018613384,0,0.019024281,0,0,9.762356714,0.073509357,0.013955377,8.91,7.81,5.38,6.12,7.63,0.404353087,0.337796544,0.256526098,0.001324271,NA,14.46163816,18,5,21.52535847,0,0
GA,2007,15.23676003,0.015405501,0,0.01577286,0,1,10.12281116,0.071580626,0.013123932,9.1,8.07,5.53,6.42,7.86,0.409034418,0.341912856,0.247748703,0.001304023,NA,14.42836605,19,5,22.6784755,0,0
GA,2008,14.05258023,0.01574917,0,0.016642774,0,1,9.261844114,0.055277883,0.0122658,9.93,9.07,6.67,7.15,8.84,0.411224228,0.346787478,0.240645013,0.001343281,NA,13.94939629,22,7,22.83560186,0,0
GA,2009,13.11430396,0.025328082,0,0.025946582,0,0,7.848533075,0.03001899,0.007528235,10.13,8.94,6.12,7.03,8.81,0.421805116,0.352389485,0.224433408,0.00137199,NA,13.32494344,30,7,21.75221675,0,1
GA,2010,13.88493985,0.024144322,0,0.025067449,0,0,8.335581066,0.026722291,0.008000721,10.07,9.06,6.22,7.46,8.87,0.437575934,0.340491498,0.220704914,0.001227654,NA,14.197266,34,7,22.01135717,0,1
GA,2011,12.71240047,0.021683946,0,0.022639967,1,0,7.272687984,0.02413983,0.007658255,11.05,9.87,6.6,7.94,9.61,0.423473142,0.344135173,0.231141412,0.001250272,NA,13.89670394,39,7,22.81876616,0,1
GA,2012,12.33051356,0.018284412,2.39E-05,0.019682892,1,1,5.951715092,0.015011796,0.005051215,11.17,9.58,5.98,7.65,9.37,0.409685671,0.350721832,0.238394174,0.001198323,NA,13.20484646,42,7,23.74068631,0,1
GA,2013,12.10171591,0.030702566,0.000119856,0.034255462,1,1,NA,NA,NA,11.46,9.99,6.27,8.03,9.69,0.410309955,0.347540477,0.240950449,0.001199119,NA,13.05658996,42,7,24.40927652,0,1
HI,2000,8.737576666,0.009766267,0,0.086927968,0,0,7.158618141,0.041968136,0.021540817,16.41,14.81,11.69,0,14.03,0.285288748,0.313267316,0.395628195,0,0.005815741,7.992929703,3,2,15.81416468,1,0
HI,2001,8.724302792,0.009475136,0,0.056161646,0,0,7.225339066,0.021001157,0.021911896,16.34,14.81,11.68,0,14.05,0.286417493,0.319834519,0.387334008,0,0.006413981,8.028095898,5,4,16.35694278,1,0
HI,2002,9.509927349,0.008151199,0,0.039953974,0,1,7.621437366,0.018374769,0.026220432,15.63,14.11,11.02,,13.39,0.293013149,0.320263742,0.38117054,0,0.005552569,8.065522949,6,4,17.21690933,1,0
HI,2003,8.912054088,0.008245439,0,0.056260489,0,1,7.104422425,0.018343953,0.022758421,16.73,15.02,12.2,0,14.47,0.291374438,0.33848316,0.370142402,0,0,8.436640165,7,5,18.155921,1,0
HI,2004,9.151222419,0.00822942,0,0.056397307,0,0,7.380524224,0.019144708,0.023615896,18.06,16.19,13.35,0,15.7,0.294663943,0.33848029,0.366855767,0,0,8.60675354,7,5,19.51834797,1,0
HI,2005,9.151278604,0.00834762,0,0.05503495,0,1,7.252833069,0.0170274,0.023545305,20.7,19.04,15.79,0,18.33,0.300226968,0.328605805,0.371167227,0,NA,8.369880562,7,5,20.77035309,1,0
HI,2006,9.10724787,0.010388891,0,0.063821948,0,1,7.199448799,0.017244341,0.022675989,23.35,21.42,17.96,0,20.72,0.301141039,0.330219726,0.368639235,0,NA,8.326251863,10,7,22.16021498,1,0
HI,2007,9.082836928,0.008006607,0,0.073325617,1,1,7.10847333,0.017311442,0.01816276,24.12,21.91,18.38,0,21.29,0.302374548,0.332558769,0.365066684,0,NA,8.336220149,10,7,23.4103387,1,0
HI,2008,8.887793838,0.007413867,1.58E-06,0.075695399,1,0,7.068643696,0.016628112,0.016889049,32.5,29.72,26.05,0,29.2,0.296934952,0.336925794,0.366139254,0,NA,8.117399127,11,8,24.05213891,1,0
HI,2009,8.546659318,0.010231022,0.000126243,0.074245634,1,1,6.723184699,0.01729431,0.017418506,24.2,21.86,18.14,0,21.21,0.301720046,0.334579311,0.363700643,0,NA,7.860205622,12,9,23.51068298,1,0
HI,2010,8.334860925,0.006498963,0.000163344,0.075431828,1,1,6.373936801,0.012881456,0.016069706,28.1,25.93,21.94,0,25.12,0.298457177,0.334899415,0.366643408,0,NA,7.704497241,13,10,23.60767274,1,0
HI,2011,7.780391961,0.008685826,0.000335064,0.090835657,1,1,5.877027479,0.012241602,0.014537991,34.68,32.37,28.4,0,31.59,0.294001708,0.338109649,0.367888643,0,NA,7.227749517,13,11,24.3428723,1,0
HI,2012,7.516890131,0.010944508,0.000440145,0.099280666,1,1,5.47456931,0.010470531,0.013589505,37.34,34.88,30.82,0,34.04,0.284184395,0.335940166,0.379875439,0,NA,6.920873284,15,12,25.25399209,1,0
HI,2013,7.286832313,0.00762585,0.001895968,0.117392607,1,1,NA,NA,NA,36.98,34.05,29.87,0,33.26,0.274524674,0.344222198,0.381253128,0,NA,6.744678269,16,12,25.97071171,1,0
IA,2000,14.1869195,0.021761345,0,0.035780455,0,0,14.30362944,0.053694926,0.029084168,8.37,6.57,3.89,0,5.93,0.307733932,0.214256818,0.438161463,0,0.039847787,13.34881058,6,3,14.32899288,1,0
IA,2001,13.88022559,0.020786644,0,0.035337397,0,1,14.1774788,0.047909014,0.027106348,8.41,6.69,4.18,0,6.14,0.315123953,0.215806228,0.41167977,0,0.057390048,13.46552519,6,4,14.68067657,1,0
IA,2002,14.51788382,0.022252973,0,0.046168225,0,0,14.19522943,0.046113869,0.027419122,8.35,6.56,4.06,0,6.01,0.31592536,0.215248407,0.404609318,0,0.064216914,13.96116481,6,4,14.94024365,1,0
IA,2003,14.3516688,0.018724224,0,0.044750793,0,1,14.07838519,0.047511658,0.026998707,8.57,6.24,4.16,0,6.11,0.309837237,0.282401966,0.407760798,0,0,14.04194597,7,5,15.4421508,1,0
IA,2004,14.69871438,0.0218728,0,0.048599422,0,1,14.23483038,0.046207896,0.026947185,8.96,6.75,4.33,0,6.4,0.308661885,0.265023963,0.426314152,0,0,13.90158042,7,5,16.35621447,0,0
IA,2005,14.96556705,0.021730286,0,0.061678869,0,1,13.85136605,0.045971604,0.025327426,9.27,6.95,4.56,0,6.69,0.317390484,0.263607541,0.419001975,0,NA,14.49129356,9,6,17.07853108,0,0
IA,2006,15.33907189,0.019992937,0,0.073962378,0,1,13.90976469,0.044642812,0.021613023,9.63,7.29,4.92,7.05,7.01,0.307920687,0.269062588,0.422997411,1.93E-05,NA,14.61513259,19,8,17.97782214,0,0
IA,2007,16.70853666,0.019328402,0,0.077729802,0,1,14.95996365,0.045519817,0.019541476,9.45,7.11,4.74,0,6.83,0.310591653,0.266942331,0.422466015,0,NA,15.19179312,23,8,18.95590008,0,0
IA,2008,17.7271615,0.015428453,0,0.095505838,0,1,15.40655794,0.051260611,0.023865496,9.49,7.18,4.81,0,6.89,0.309381339,0.267715095,0.422903566,0,NA,15.18973786,29,8,19.624267,1,0
IA,2009,17.23881548,0.018726645,0,0.165051323,0,1,14.2862913,0.030641575,0.014990039,9.99,7.55,5.27,0,7.37,0.314460065,0.268239813,0.417300122,0,NA,14.50677967,37,8,19.16464807,1,0
IA,2010,19.02321539,0.016487378,0,0.1792537,0,1,15.61695502,0.035703641,0.016527179,10.42,7.91,5.36,0,7.66,0.320272898,0.264610074,0.415117028,0,NA,15.03276591,44,9,19.55931632,1,0
IA,2011,18.39271736,0.016415125,0,0.209237551,0,1,14.31655706,0.033029746,0.014421659,10.46,7.85,5.21,0,7.56,0.313805927,0.264766938,0.421427135,0,NA,14.89602187,45,10,20.30168626,1,0
IA,2012,18.42542316,0.013518933,0,0.263776082,0,1,13.41607836,0.031173611,0.013537022,10.82,8.01,5.3,0,7.71,0.306013748,0.267119764,0.426866488,0,NA,14.86022949,51,11,21.24969922,1,0
IA,2013,18.32616681,0.013218846,0,0.290734743,1,1,NA,NA,NA,11.05,8.44,5.62,0,8.07,0.313438634,0.266464194,0.420097173,0,NA,15.12032276,52,11,21.91409508,1,0
ID,2000,9.165015717,0.920763058,0,0.920763058,0,0,0.636865696,0.004590802,0.002714775,5.39,4.24,3.11,0,4.17,0.306843331,0.309530672,0.36820796,0,0.015418038,17.57070613,2,2,12.81242656,0,1
ID,2001,7.076775205,0.772779672,0,0.772779672,0,1,0.83355883,0.00284375,0.001462003,6.01,5.13,3.71,0,4.92,0.327338853,0.310169877,0.346293426,0,0.016197844,15.9722598,2,2,13.07948028,0,1
ID,2002,7.294405472,0.896023402,0,0.896023402,0,0,0.57639688,0.004229696,0.002573593,6.59,5.71,4.34,0,5.58,0.340870814,0.336359389,0.306872729,0,0.015897068,15.42789319,2,2,13.42663989,0,1
ID,2003,7.643285922,0.80150495,0,0.80150495,0,0,0.816895852,0.00472841,0.002419937,6.24,5.56,4.16,0,5.22,0.334127398,0.257619546,0.408253056,0,0,15.55996237,3,3,13.84388887,0,1
ID,2004,7.80880466,0.778939945,0,0.778939945,0,1,0.9407732,0.005072147,0.002703563,6.1,5.37,3.82,0,4.97,0.335367891,0.251460268,0.413171842,0,0,15.67698276,3,3,14.80993648,0,1
ID,2005,7.595275416,0.789111651,0,0.789111651,0,1,0.943754184,0.003469625,0.001535897,6.29,5.42,3.91,0,5.12,0.347818467,0.256969431,0.395212102,0,NA,15.33278301,5,3,15.89418147,0,1
ID,2006,9.145805876,0.839855118,0,0.852526261,0,0,0.602357425,0.003101875,0.001359632,6.21,5.16,3.61,0,4.92,0.35399191,0.255394346,0.390613744,0,NA,15.55156252,12,5,17.47959956,0,1
ID,2007,7.664287001,0.785581549,0,0.80058204,0,1,0.856999179,0.004485481,0.00246598,6.36,5.14,3.87,0,5.07,0.351057365,0.25318943,0.395753205,0,NA,15.85380709,20,5,18.47753731,0,1
ID,2008,7.842882929,0.782127693,0,0.806606011,0,1,0.666101245,0.004125022,0.002094615,6.99,5.72,4.48,0,5.69,0.357289148,0.253062843,0.389648009,0,NA,15.65981019,21,5,18.43713733,0,1
ID,2009,8.481999916,0.79649946,0,0.826221864,0,0,0.663131246,0.002992622,0.001303364,7.8,6.49,5.17,0,6.51,0.375920413,0.263931235,0.360148352,0,NA,14.73246658,25,5,17.56408386,0,1
ID,2010,7.709061954,0.761295295,0,0.805884771,0,1,0.777802995,0.004258249,0.002650347,7.99,6.64,5.15,0,6.54,0.356910891,0.257258111,0.385830998,0,NA,14.61580104,29,5,17.6817072,0,1
ID,2011,10.46154516,0.809039298,0,0.894609237,0,0,0.520782558,0.002983369,0.001829168,7.87,6.41,5.1,0,6.44,0.360517596,0.256511378,0.382971025,0,NA,14.69378575,29,5,18.08008357,0,1
ID,2012,9.713704022,0.705874068,0,0.838457409,0,0,0.734483796,0.003314135,0.002725011,8.67,6.86,5.48,0,6.92,0.344104146,0.252115113,0.403780741,0,NA,14.86087215,29,5,18.60291869,0,1
ID,2013,9.415750944,0.557973105,0,0.735650325,1,1,NA,NA,NA,9.32,7.37,6.1,0,7.58,0.356292495,0.258367121,0.385340384,0,NA,14.99931115,29,5,19.514393,0,1
IL,2000,14.35136523,0.000805777,0,0.005894914,0,0,7.617500463,0.040119097,0.019042469,8.83,7.31,4.99,5.87,6.94,0.298049788,0.325584388,0.303935675,0,0.072430149,10.82984728,1,2,19.04860621,1,0
IL,2001,14.33233405,0.000803501,0,0.004589117,0,0,7.448227005,0.032736621,0.0163881,8.71,7.4,4.65,5.87,6.9,0.3074242,0.317093999,0.299778579,0,0.075703222,10.87690959,2,4,19.47527322,1,0
IL,2002,14.9760269,0.000685025,0,0.004532358,0,1,7.733054674,0.029420089,0.014254881,8.39,7.52,4.89,5.7,6.94,0.325250581,0.319571554,0.283772318,0,0.071405546,11.02548062,3,4,19.53966861,1,0
IL,2003,15.00528365,0.00073259,0,0.005064398,0,1,7.653076144,0.02966614,0.011957223,8.38,7.3,4.86,5.87,6.86,0.316785322,0.363754922,0.315907782,0.003551974,0,10.8139718,3,4,19.7736666,1,0
IL,2004,15.18146698,0.000799806,0,0.005081993,0,0,8.132148623,0.030578324,0.011781037,8.37,7.54,4.65,5.7,6.8,0.31196624,0.34008641,0.344751484,0.003195866,0,11.01325175,3,4,20.63676878,1,0
IL,2005,15.31781531,0.000664728,0,0.004697699,0,1,8.078637101,0.027735388,0.010355299,8.34,7.75,4.61,5.61,6.95,0.335153249,0.344703571,0.316500855,0.003642326,NA,11.44070881,4,4,21.47051988,1,0
IL,2006,15.13434474,0.000900456,0,0.005311647,0,1,7.949484797,0.024300276,0.009621389,8.42,7.95,4.69,5.59,7.07,0.325603361,0.355434848,0.315318457,0.003643334,NA,11.20349405,6,6,22.73236649,1,0
IL,2007,15.67492273,0.000767634,0,0.007183033,0,1,8.32029959,0.02364889,0.00938504,10.12,8.57,6.61,6.43,8.46,0.328891249,0.356325933,0.311048941,0.003733877,NA,11.43211535,9,8,23.94350198,1,0
IL,2008,15.53980453,0.000694568,0,0.015906315,1,1,8.291287855,0.026848411,0.009464724,11.07,9.25,7.34,7.53,9.23,0.323470985,0.357976143,0.314639857,0.003913016,NA,11.26639022,18,10,24.379477,1,0
IL,2009,15.03607981,0.000703482,8.25E-08,0.018908432,1,1,7.676463891,0.018419598,0.006041443,11.27,9.05,7.01,8.39,9.15,0.324273827,0.368204286,0.303663617,0.00385827,NA,10.60152942,34,11,23.06228436,1,0
IL,2010,15.55512163,0.000588736,7.03E-05,0.026106447,1,1,7.966978333,0.017886794,0.006377965,11.52,8.88,6.82,6.72,9.13,0.335608993,0.355327262,0.305194248,0.003869497,NA,11.18325779,43,13,23.40044477,1,0
IL,2011,15.51473634,0.000704071,7.05E-05,0.035114013,1,1,7.833688021,0.016113728,0.005680734,11.78,8.64,6.42,6.81,8.97,0.329333487,0.353205989,0.313846331,0.003614193,NA,11.11195449,46,14,24.36273072,1,0
IL,2012,15.34635701,0.000562892,0.000155174,0.042942082,1,1,7.333578302,0.013397637,0.004734435,11.38,7.99,5.8,6.15,8.4,0.32675121,0.353963436,0.315434323,0.003851031,NA,11.14980942,52,14,25.30241435,1,0
IL,2013,15.74834957,0.000592572,0.000256743,0.051258019,1,1,NA,NA,NA,10.63,8.14,5.94,5.34,8.26,0.327014355,0.35593065,0.313012976,0.004042019,NA,11.00068391,55,14,25.71683765,1,0
IN,2000,20.98319942,0.004602396,0,0.005618532,0,0,20.36723841,0.134785965,0.052630076,6.87,5.93,3.81,8.36,5.18,0.293004981,0.209336954,0.491334961,0,0.006323104,16.05099764,1,1,15.72281125,0,0
IN,2001,20.01434874,0.004656062,0,0.005590877,0,0,19.37172576,0.119992685,0.048655065,6.92,5.29,4.11,8.36,5.3,0.301017912,0.261431972,0.430552487,0,0.006997629,15.95893725,1,1,15.84107637,0,0
IN,2002,20.42857877,0.00327423,0,0.004197308,0,1,18.99224805,0.116861138,0.043768972,6.91,5.98,3.95,8.76,5.34,0.311232883,0.214834719,0.468124921,0,0.005807477,16.49607361,1,1,16.08954666,0,0
IN,2003,20.19357538,0.00339466,0,0.004348617,0,1,19.08928682,0.120181219,0.041570836,7.04,6.12,3.92,8.36,5.37,0.305831166,0.223368887,0.470636661,0.000163286,0,16.24495663,1,1,16.50232906,0,0
IN,2004,20.55890639,0.0034728,0,0.004547931,0,0,19.43210385,0.12815205,0.034798782,7.3,6.31,4.13,8.76,5.58,0.302560279,0.222678744,0.47459961,0.000161367,0,16.58839112,1,2,17.33266147,0,0
IN,2005,20.84897049,0.003361791,0,0.003881015,0,1,19.77604459,0.128251206,0.032696043,7.5,6.57,4.42,9.14,5.88,0.315617213,0.224860282,0.459360448,0.000162057,NA,17.03925962,1,3,17.83957855,0,0
IN,2006,20.71154371,0.003751366,0,0.005438947,0,0,19.6063448,0.12033682,0.031986046,8.22,7.21,4.95,9.66,6.46,0.305556473,0.225525154,0.468746641,0.000171732,NA,16.77123254,4,4,18.57221855,0,0
IN,2007,20.58986826,0.003444143,0,0.005214279,0,1,19.43144426,0.10432118,0.030713796,8.26,7.29,4.89,10.09,6.5,0.316633244,0.226352998,0.456840984,0.000172774,NA,17.24572093,25,4,19.15182753,0,0
IN,2008,20.27843825,0.00337255,0,0.007321225,0,1,19.5190318,0.086871718,0.029845453,8.87,7.82,5.46,9.6,7.09,0.317631215,0.229664108,0.452522148,0.000182528,NA,16.75080438,33,5,19.39802893,1,0
IN,2009,18.18065484,0.004315323,0,0.018936322,0,1,17.31466607,0.059773025,0.017283657,9.5,8.32,5.81,9.65,7.62,0.32773657,0.238527566,0.433535153,0.000200711,NA,15.47569607,35,6,18.30332165,1,0
IN,2010,19.42203406,0.003624455,0,0.029552294,0,1,18.04145598,0.059727445,0.018686034,9.56,8.38,5.87,9.21,7.67,0.330756907,0.229867064,0.439190009,0.000186019,NA,16.44523269,41,7,18.78583561,1,0
IN,2011,18.74170022,0.003347042,0,0.032995426,1,1,16.81992631,0.053217955,0.018384393,10.06,8.77,6.17,9.74,8.01,0.320475283,0.227855548,0.451473476,0.000195694,NA,16.23834339,47,8,19.57381634,1,0
IN,2012,17.54392554,0.003779609,1.49E-06,0.034699391,1,1,15.26135182,0.03970872,0.01641833,10.53,9.14,6.34,9.56,8.29,0.313420638,0.228404352,0.45798209,0.000192919,NA,16.08738837,52,8,20.50578616,0,0
IN,2013,16.80235874,0.003504672,0.000276622,0.038720375,1,1,NA,NA,NA,10.99,9.6,6.7,9.87,8.73,0.316688377,0.229904354,0.453206089,0.00020118,NA,16.05417692,54,8,20.96050639,0,0
KS,2000,16.64220302,0.000342111,0,0.000342111,0,1,13.79576495,0.039194447,0.03199962,7.65,6.25,4.55,0,6.27,0.348770363,0.348289703,0.284570163,0,0.018369771,13.33928762,1,1,15.50995931,0,0
KS,2001,16.56636669,0.000571237,0,0.001461367,0,1,13.30234191,0.040411052,0.029252542,7.66,6.2,4.55,0,6.24,0.336495257,0.356700184,0.294840808,0,0.011963751,13.27091254,1,1,16.06803874,0,0
KS,2002,17.40153134,0.000270108,0,0.010159796,0,0,14.46212489,0.043416019,0.032648398,7.67,6.28,4.53,0,6.31,0.347155327,0.364776047,0.277703621,0,0.010365004,13.53873397,1,1,16.31051574,0,0
KS,2003,17.11815454,0.000267031,0,0.00812527,0,0,14.38333037,0.047036037,0.032439445,7.71,6.42,4.61,0,6.35,0.343056001,0.374329931,0.282614068,0,0,13.50386585,1,1,16.53564345,0,0
KS,2004,17.14041038,0.000268198,0,0.007934115,0,1,14.05471979,0.041184841,0.0313064,7.74,6.45,4.69,0,6.37,0.334439972,0.372524641,0.293035387,0,0,13.60256439,1,1,17.34114249,0,0
KS,2005,16.73822855,0.000247194,0,0.00953193,0,1,13.96771456,0.045185086,0.029966091,7.9,6.6,4.85,0,6.55,0.343533435,0.370361782,0.286104783,0,NA,14.24245465,1,1,18.02115261,0,0
KS,2006,16.52993408,0.000211955,0,0.022000369,0,1,13.15676876,0.036641373,0.026874189,8.25,6.96,5.2,0,6.89,0.33967871,0.371971439,0.288349851,0,NA,14.43392963,1,2,19.33517013,0,0
KS,2007,18.07025749,0.000209508,0,0.023204071,0,1,14.26860989,0.037870529,0.023201526,8.19,6.83,5.13,0,6.84,0.343736093,0.385253096,0.271010811,0,NA,14.48080101,1,2,20.57440899,0,0
KS,2008,16.68194409,0.000226762,0,0.037957834,0,1,13.34929597,0.031124508,0.017647751,8.89,7.44,5.69,0,7.45,0.337843198,0.38773898,0.274417822,0,NA,14.29745494,2,3,21.38579832,0,0
KS,2009,16.56733548,0.00027418,0,0.061615914,0,1,12.85109692,0.016600945,0.016260919,9.53,7.87,6.1,0,7.98,0.343827151,0.392407291,0.263765559,0,NA,13.57383999,3,6,20.6486351,0,0
KS,2010,16.86790601,0.00027573,0,0.072460192,0,1,12.78401448,0.014447818,0.016171786,10.03,8.25,6.23,0,8.35,0.354622628,0.381879447,0.263497925,0,NA,14.22701638,3,6,20.83307519,0,0
KS,2011,15.80501504,0.000325067,0,0.08363074,0,1,12.23681892,0.012448932,0.014284146,10.65,8.78,6.71,0,8.89,0.351904014,0.382952041,0.265143945,0,NA,14.20240282,3,6,21.58172785,0,0
KS,2012,15.39335217,0.000234082,0,0.118471325,0,1,10.9817108,0.010356671,0.011283917,11.24,9.24,7.09,0,9.33,0.342404785,0.383577877,0.274017337,0,NA,13.96186788,3,6,22.54194779,0,0
KS,2013,16.73891991,0.00029951,0,0.19610501,1,1,NA,NA,NA,11.64,9.68,7.39,0,9.72,0.341126498,0.382585292,0.27628821,0,NA,13.76040584,3,6,22.98536786,0,0
KY,2000,22.97175918,0.02499372,0,0.02499372,0,1,21.63305015,0.131063592,0.055383512,5.47,5.14,3.01,0,4.18,0.298462963,0.177903867,0.481245466,0,0.042387704,19.34346462,0,1,13.32421776,0,0
KY,2001,23.45119256,0.040406664,0,0.040406664,0,1,21.75951927,0.119387039,0.051873844,5.58,5.2,3.04,0,4.24,0.296319702,0.179279006,0.483602609,0,0.040798683,19.65591585,0,1,13.72170027,0,0
KY,2002,22.51543161,0.043696608,0,0.043696608,0,0,21.53702433,0.109222005,0.044729864,5.65,5.3,3.09,0,4.26,0.290455784,0.168966572,0.502050716,0,0.038526927,21.33233671,0,1,13.99964013,0,0
KY,2003,22.27433287,0.043045168,0,0.043053498,0,0,21.00030187,0.117410461,0.040992877,5.81,5.37,3.21,0,4.42,0.289882093,0.210583158,0.499534749,0,0,20.69597524,1,1,14.45463448,0,0
KY,2004,22.80150307,0.039989983,0,0.040644792,0,0,21.27693964,0.113028269,0.036474465,6.11,5.6,3.34,0,4.63,0.291102999,0.213165275,0.495731726,0,0,20.86970814,1,2,15.17481996,0,0
KY,2005,23.40442429,0.030271108,0,0.030918362,0,0,21.85793493,0.109284139,0.03634367,6.57,6.01,3.6,0,5.01,0.301585527,0.213658017,0.484756456,0,NA,21.37771323,2,2,15.83820196,0,0
KY,2006,23.42828976,0.026233912,0,0.027139218,0,0,22.34820526,0.092670882,0.037420232,7.02,6.44,4.05,0,5.43,0.292403354,0.213436554,0.494160092,0,NA,21.0452933,13,4,16.6335797,0,0
KY,2007,22.85227922,0.017162062,0,0.018143422,0,1,21.94485315,0.081803252,0.037799626,7.34,6.76,4.47,0,5.84,0.303059637,0.2168142,0.480126163,0,NA,21.71907807,17,4,17.4372954,0,0
KY,2008,22.82655188,0.019593343,0,0.020705915,0,1,21.93202557,0.073872374,0.034011241,7.94,7.29,4.82,0,6.26,0.295002771,0.21052482,0.49447241,0,NA,21.79210866,21,5,17.87355442,0,0
KY,2009,21.01688184,0.03660626,0,0.037719286,0,0,19.9790725,0.053892986,0.017137154,8.37,7.63,4.92,0,6.52,0.298781079,0.210737946,0.490480974,0,NA,20.61484977,32,6,17.40867668,0,0
KY,2010,22.63374333,0.026270694,0,0.027195201,0,1,21.46813352,0.057327048,0.019554619,8.57,7.88,5.05,0,6.73,0.311389299,0.2074454,0.481165301,0,NA,21.56258269,42,6,17.77411889,0,0
KY,2011,22.50574984,0.030190975,0,0.031156476,0,0,21.21116338,0.051698635,0.019473973,9.2,8.49,5.33,0,7.17,0.303756309,0.209084519,0.487159171,0,NA,20.48914472,42,6,18.43683426,0,0
KY,2012,20.52022521,0.0262567,0,0.027327699,0,1,19.54681331,0.039012744,0.017093327,9.43,8.73,5.35,0,7.26,0.293061758,0.210625896,0.496312346,0,NA,20.31463466,48,6,19.0562423,0,0
KY,2013,20.39761973,0.036496286,0,0.0375938,1,1,NA,NA,NA,9.79,8.56,5.66,0,7.69,0.316032135,0.247796625,0.436171239,0,NA,19.26633547,51,6,19.37345587,0,0
LA,2000,20.7800981,0.00573183,0,0.006753553,0,1,12.99889214,0.039031365,0.033658315,7.67,7.18,5,7.32,6.48,0.343525308,0.225867764,0.395963341,0,0.034643587,18.05569203,0,0,12.55345594,0,0
LA,2001,19.70549211,0.008330647,0,0.009054652,0,1,12.32621693,0.041513093,0.028227737,7.92,7.58,5.58,7.09,6.96,0.345419531,0.237265153,0.382558985,0,0.034756331,16.74575173,0,0,13.1459786,0,0
LA,2002,21.26966876,0.009386458,0,0.010034867,0,1,12.41531647,0.038346604,0.02469738,7.1,6.64,4.42,7.09,5.99,0.355245277,0.235751298,0.374228348,0,0.034775077,17.75126744,0,0,13.56104225,0,0
LA,2003,21.21190254,0.009400755,0,0.010082222,0,1,12.6173686,0.043537755,0.025773283,7.84,7.42,5.57,7.32,6.93,0.36739815,0.282163537,0.350401756,3.66E-05,0,17.38562031,1,1,14.02901698,0,0
LA,2004,21.878076,0.01119282,0,0.011972786,0,0,13.13911495,0.029512757,0.023731928,8.05,7.58,5.82,7.09,7.13,0.361976942,0.283027381,0.354796848,0.000198828,0,17.76972156,1,2,14.65554725,0,0
LA,2005,20.60390428,0.008755942,0,0.009624002,0,0,12.82730957,0.028411522,0.021330276,8.87,8.56,6.71,7.63,8.03,0.370260735,0.280297618,0.349289494,0.000152153,NA,17.21629022,2,2,15.20255965,0,0
